id,page,type,content_path,original_text,description_llm,keywords_llm
p57_img_0,57,image,data/images/p57_img_0.png,,"A imagem é uma micrografia eletrônica de transmissão (MET) mostrando uma seção transversal de uma célula, possivelmente um enterócito do intestino delgado.  A característica mais marcante é a presença de numerosas microvilosidades na superfície apical da célula.  Essas microvilosidades são projeções digitiformes da membrana plasmática, que aumentam consideravelmente a área de superfície da célula, otimizando a absorção de nutrientes.  A imagem também revela o citoplasma celular, com estruturas menos definidas possivelmente representando organelas como mitocôndrias e retículo endoplasmático.  Observa-se também a presença de vesículas, possivelmente envolvidas no transporte de materiais absorvidos.  A membrana basal da célula também é visível, embora de forma menos nítida.  Há, na parte inferior da imagem, estruturas que se assemelham a cortes transversais de outras células ou a diferentes partes da matriz extracelular. A resolução da imagem permite a visualização de detalhes finos das estruturas celulares, mas alguns detalhes podem ser difíceis de interpretar com absoluta certeza sem mais contexto.","Micrografia eletrônica de transmissão (MET), Microvilosidades, Enterócito, Intestino delgado, Membrana plasmática, Citoplasma, Absorção de nutrientes, Vesículas, Membrana basal, Biologia celular."
p57_img_1,57,image,data/images/p57_img_1.png,,"A imagem mostra uma comparação entre uma representação de um Paramecium (à esquerda) e um padrão de ondas geradas pela movimentação de seus cílios (à direita).  A imagem à esquerda é uma micrografia ou ilustração de um Paramecium, um protista ciliado unicelular.  A superfície do organismo é visivelmente coberta por numerosos cílios, pequenos apêndices semelhantes a cabelos que se projetam da membrana celular.  A imagem da direita provavelmente é uma representação gráfica ou imagem de microscopia de alta velocidade que ilustra o padrão ondulatório produzido pelo batimento coordenado desses cílios à medida que o Paramecium se move através da água. As ondas representam o movimento metódico e sincronizado dos cílios, que impulsionam o organismo pela água. A imagem em sua totalidade ilustra a relação entre a estrutura celular (cílios) e a locomoção do Paramecium.","Paramecium, cílios, locomoção, protista, unicelular, micrografia, movimento celular, batimento ciliar, biologia celular, microscopia."
p57_txt_1,57,text,,"perfície e, como conseqüência,  diferentes códigos moleculares,  resultando em diferentes iden- tidades de superfície. Com isso  podemos dizer que o glicocálice  é a “impressão digital” das células  (Figura 2.9).","O glicocálice, estrutura superficial celular composta por glicoproteínas e glicolipídios, confere identidade única à superfície celular devido à diversidade de seus códigos moleculares.  Essa variação na composição do glicocálice faz com que ele atue como uma ""impressão digital"" celular, diferenciando tipos celulares.","Glicocálice, glicoproteínas, glicolipídios, identidade celular, superfície celular,  impressão digital celular, código molecular,  reconhecimento celular, membrana plasmática."
p57_txt_2,57,text,,"c)	Cílios e flagelos: são estrutu- ras microtubulares que se proje- tam para o meio extracelular de  certas células de invertebrados,  de protistas e de organismos su- periores. Originam-se do alongamento de nove microtúbulos  dos centríolos. É comum fazer-se a distinção entre cílios e fla- gelos pelo número e pela dimensão dos mesmos. Os cílios são  curtos e numerosos, enquanto os flagelos são longos e em pe- queno número. Ambos possuem participação nos movimentos  celulares. Ex.: protozoários ciliados (paramecium), espermato- zóides, bactérias e etc. (Figura 2.10).","Cílios e flagelos são estruturas celulares microtubulares, originadas de centríolos, que projetam-se para o meio extracelular, responsáveis pela locomoção celular.  A distinção entre eles baseia-se no tamanho e número: cílios são curtos e numerosos, flagelos são longos e poucos.  Estes apêndices celulares são encontrados em diversos organismos, desde protistas a animais.","cílios, flagelos, microtúbulos, centríolos, movimento celular, locomoção, protistas, espermatozóides, células eucarióticas, estrutura celular."
p57_txt_3,57,text,,"d) Estereocílios: são expansões longas e filiformes da superfície  livre de certas células epiteliais, que podem ou não se anasto- mosar. Não têm a estrutura nem a capa- cidade de movimento dos cílios verda- deiros. São semelhantes aos microvilos,  porém possuem maior comprimento e  se ramificam freqüentemente. Os este- reocílios são encontrados nas células  epiteliais de revestimento do epidídi- mo, do canal deferente, no aparelho  genital masculino e no ouvido interno.  Os estereocílios aumentam muito a  superfície de contato das células, faci- litando o transporte de água e outras  moléculas (Figura 2.11).","Estereocílios são projeções imóveis, longas e ramificadas da membrana plasmática de algumas células epiteliais, encontrados em locais como o epidídimo e o ouvido interno.  Apesar de semelhanças com microvilos, são maiores e aumentam significativamente a área de superfície celular, facilitando o transporte de substâncias.  Sua função principal está relacionada ao aumento da absorção e transporte de fluidos e solutos.","Estereocílios, microvilos, células epiteliais, epidídimo, ouvido interno, transporte, absorção, membrana plasmática, superfície celular, aparelho genital masculino."
p57_txt_4,57,text,,"Figura 2.10 - Exemplos de  cílios e flagelos. (A) Micrografia  eletrônica de varredura  mostrando numerosos cílios  cobrindo a superfície de um  Paramecium. (B) Fotografia  em iluminação estroboscópica  (500 cintilações por segundo)  do movimento do flagelo de  um espermatozoide de ouriço- do-mar exibindo movimento  ondulatório. (COOPER, p. 483).","A figura 2.10 ilustra a diferença morfológica e funcional entre cílios e flagelos, mostrando numerosos cílios em um Paramecium (A) e o movimento ondulatório de um flagelo em um espermatozoide de ouriço-do-mar (B), utilizando diferentes técnicas de microscopia.  A imagem demonstra a diversidade estrutural e funcional destes apêndices celulares na locomoção.","cílios, flagelos, Paramecium, espermatozoide, movimento celular, micrografia eletrônica de varredura, microscopia, locomoção celular, apêndices celulares, estrutura celular"
p57_txt_5,57,text,,"Figura 2.11 - Estereocílios. Células do epidídimo. Note que os  estereocílios são flexuosos e, por isso, aparecem principalmente em  cortes oblíquos. Eletromicrografias. Aumento: 12.000 X. (JUNQUEIRA E  CARNEIRO, p. 94).","A imagem da Figura 2.11 mostra estereocílios em células do epidídimo, visualizados em eletromicrografias.  Sua aparência flexuosa resulta em cortes predominantemente oblíquos na imagem, devido à sua disposição. A alta ampliação (12.000x) detalha a estrutura destes microvilos longos e imóveis.","Estereocílios, Epidídimo, Eletromicrografia, Microvilos, Células, Biologia Celular, Microscopia eletrônica, Junqueira e Carneiro,  Citomorfologia"
p58_img_0,58,image,data/images/p58_img_0.png,,"A imagem é uma micrografia eletrônica de transmissão (MET) mostrando uma seção transversal de uma junção celular, especificamente uma junção comunicante ou junção tipo gap. A imagem destaca a estrutura da junção entre duas células adjacentes.  A linha escura central representa o espaço intercelular estreito que caracteriza essas junções.  As áreas marcadas como ""Z,0"" e ""Z,A"" provavelmente indicam diferentes componentes ou regiões da zona de aderência da junção, talvez refletindo variações na densidade de proteínas transmembranares ou estruturas associadas. A área rotulada como ""M,A"" pode representar o material extracelular ou a matriz extracelular adjacente à junção.  A textura granular em torno da junção representa o citoplasma das células adjacentes. O contraste da imagem sugere a utilização de técnicas de processamento e coloração específicas para visualizar melhor a estrutura da junção. A resolução da imagem permite uma observação detalhada da estrutura subcelular da junção, incluindo as subestruturas proteicas que permitem a comunicação entre as células.","Junção comunicante, Junção tipo gap, Micrografia eletrônica de transmissão (MET), Junção celular, Zona de aderência, Espaço intercelular, Proteínas transmembranares, Matriz extracelular, Biologia celular, Citologia."
p58_txt_3,58,text,,"Complexo juncional: são estruturas como zônula de oclusão,  zônula adherens e desmossomos, que asseguram a junção celular,  a vedação do espaço intercelular e a comunicação entre células.  São freqüentes em células do epitélio colunar simples da parede  intestinal (Figura 2.12).","Complexos juncionais, como zônulas de oclusão, zônulas de adesão e desmossomos, conectam células epiteliais, vedando o espaço intercelular e permitindo a comunicação intercelular.  Estes complexos são abundantes em epitélios, como o epitélio colunar simples intestinal.","complexo juncional, zônula de oclusão, zônula de adesão, desmossomo, junção celular, epitélio, comunicação celular, espaço intercelular, epitélio colunar simples, tecido epitelial."
p58_txt_5,58,text,,"a)	Zônula de Oclusão (Zonula Occludens): é um cinturão contí- nuo que se forma em torno da zona apical de células do epitélio  de revestimento do intestino delgado e que tem como função  principal a vedação completa entre as células. É formada prin- cipalmente por proteínas do tipo transmembrana chamadas  de claudinas e ocludinas, que, juntamente com proteínas pe- riféricas da membrana intracelular, associam-se aos microfila- mentos de actina (através de moléculas de sinalização intrace- lular) do citoesqueleto. No intestino, atua como uma barreira  contra a difusão de algumas proteínas de membrana e lipídeos  entre os domínios apicais e basolaterais da membrana plas- mática (transporte transcelular). Constitui, também, as células  vizinhas para impedir a passagem de proteínas marcadoras de  baixo peso molecular. Essa junção pode ser modificada tem- porariamente para aumentar o fluxo de solutos (aminoácidos  e monossacarídeos) e água através de suas aberturas (trans- porte para célula).","A zônula de oclusão, presente no epitélio intestinal, é uma junção celular apical que forma uma barreira impermeável entre células adjacentes, composta principalmente por claudinas e ocludinas.  Esta junção controla o transporte transcelular de moléculas e impede a difusão de proteínas e lipídeos entre os domínios da membrana plasmática, podendo ser regulada para permitir maior fluxo de solutos em certas situações.","Zônula de oclusão, junção celular, claudinas, ocludinas, epitélio intestinal, transporte transcelular, barreira epitelial, junções intercelulares, citoesqueleto, actina."
p58_txt_6,58,text,,"As junções septadas atuam nos invertebrados, formando um  cinturão contínuo ao redor de cada célula epitelial, onde as  membranas plasmáticas que interagem são ligadas por prote- ínas organizadas paralelamente com uma periodicidade regu- lar. As junções de ancoramento formam uma estrutura que liga  o citoesqueleto de uma célula ao de outra célula.  São muito  abundantes em tecidos que sofrem estresse mecânico, como o  tecido cardíaco e a epiderme. A zônula de oclusão é composta  principalmente de proteínas de ancoramento intracelulares e  proteínas de adesão transmembrana, mas muitas junções pos- suem proteínas sinalizadoras intracelulares (Figura 2.13).","O texto descreve três tipos de junções celulares: junções septadas (em invertebrados), junções de ancoramento (resistentes a estresse mecânico) e zônulas de oclusão (com proteínas de ancoramento e adesão).  As junções celulares conectam o citoesqueleto entre células adjacentes ou criam barreiras de vedação.  As proteínas de membrana desempenham papel crucial na estrutura e função dessas junções.","Junções celulares, junções septadas, junções de ancoramento, zônula de oclusão, proteínas de adesão, citoesqueleto, invertebrados, tecido epitelial, proteínas transmembrana, proteínas sinalizadoras."
p58_txt_7,58,text,,"Figura 2.12 - Eletromicrografia  do complexo juncional. ZO,  zonula occludens; ZA, zonula  adherens; MA, ou D, macula  adherens ou desmossomo.  Aumento: 80.000 X. (JUNQUEIRA  E CARNEIRO, p. 99).","A imagem da eletromicrografia mostra o complexo juncional entre células, incluindo a zonula occludens (ZO), zonula adherens (ZA) e macula adherens (ou desmossomo, MA/D).  Essas junções celulares desempenham papéis cruciais na adesão e vedação entre células epiteliais. O alto aumento (80.000x) permite a visualização detalhada da estrutura dessas junções.","complexo juncional, junções celulares, zonula occludens, zonula adherens, macula adherens, desmossomo, eletromicrografia, célula epitelial, adesão celular, junções intercelulares"
p59_txt_1,59,text,,"b)	Zônula de Adesão (Zonula Adherens): sua estrutura é seme- lhante à dos desmossomos, porém a zônula de adesão forma  um cinturão contínuo que circunda toda a célula. É formada  por proteínas de adesão transmembrana da família das caderi- nas e conecta os filamentos de actina entre as células. A fun- ção principal da zônula de adesão é a de proporcinar a coesão  entre as células, tornando a camada epitelial mais resistente a  atrito, trações e pressões. Além disso, participa do estabeleci- mento e manutenção da polaridade celular em associação com  a zônula de oclusão (Figura 2.14).","A zônula de adesão é uma estrutura semelhante aos desmossomos, mas forma um cinturão contínuo ao redor da célula, conectando filamentos de actina entre células vizinhas através de caderinas. Sua função principal é fortalecer a coesão celular em tecidos epiteliais, aumentando a resistência a forças mecânicas e contribuindo para a manutenção da polaridade celular.","Zônula de adesão, junções celulares, caderinas, filamentos de actina, coesão celular, adesão celular, epitélio, polaridade celular, desmossomos, junções de ancoragem."
p59_txt_14,59,text,,"Figura 2.13 - As junções tipo compacta permitem que as camadas celulares atuem como barreiras à difusão dos solutos. (A)  Desenho esquemático mostrando como uma pequena molécula traçada extracelular adicionada em um lado da camada celular  epitelial não pode atravessar as junções compactas que selam as células adjacentes. (B) Um modelo da estrutura da junção  ocludente, mostrando como as células são seladas por proteínas denominadas claudinas e ocludinas (verde) na porção externa  da bicamada da membrana plasmática. (Ilustração baseada em Daniel Friend/ ALBERTS et al., p. 712).","O texto descreve junções celulares do tipo compacta, também conhecidas como junções ocludentes, que atuam como barreiras à passagem de solutos entre células epiteliais.  Essas junções são formadas por proteínas transmembrana, como claudinas e ocludinas, que selam o espaço intercelular. A figura ilustra como essa estrutura impede a difusão de moléculas através da camada celular.","Junções compactas, Junções ocludentes, Junções celulares, Claudinas, Ocludinas, Membrana plasmática, Células epiteliais, Barreira de permeabilidade, Difusão, Biologia celular"
p60_txt_2,60,text,,membrana plasmática lateral de células epteliais adjacentes,"O texto refere-se à membrana plasmática lateral, a porção da membrana celular que encontra as células vizinhas em um epitélio.  Esta região desempenha um papel crucial na comunicação intercelular e na manutenção da integridade do tecido epitelial.  As junções celulares, por exemplo, estão localizadas nesta região.","Membrana plasmática lateral, células epiteliais, junções celulares, tecido epitelial, comunicação intercelular, adesão celular,  citoarquitetura,  membrana celular."
p60_txt_9,60,text,,"Figura 2.14 - As junções aderentes formam cinturões de adesão ao redor das células  epiteliais no intestino liso. Um feixe contrátil de filamentos de actina estende-se ao  longo da superfície citoplasmática da membrana plasmática próxima ao ápice de  cada célula, e esses feixes de filamentos de actina das células adjacentes estão ligados  uns aos outros por moléculas de caderinas que se estendem na membrana celular.  (Ilustração baseada em ALBERTS et al., p. 713).","Junções aderentes, presentes em células epiteliais como as do intestino, criam cinturões de adesão.  Esses cinturões são formados por feixes de filamentos de actina conectados entre células adjacentes através de moléculas de caderina, que atravessam as membranas plasmáticas.  Essa estrutura contribui para a coesão e estabilidade do tecido epitelial.","Junções aderentes, células epiteliais, filamentos de actina, caderinas, cinturões de adesão, intestino, membrana plasmática, adesão celular, tecido epitelial, citoesqueleto."
p60_txt_10,60,text,,"c)	Desmossomos (Macula Adherens): têm a forma de uma pla- ca arredondada e são constituídos pelas membranas de duas  células vizinhas, cuja função principal é unir fortemente as cé- lulas uma às outras e à matriz extracelular. Eles formam uma  ponte entre duas células vizinhas, por onde se conectam os  filamentos intermediários de queratina nas células epiteliais  e vimentina nas células musculares, formando uma estrutura  de grande força tensora. Sua estrutura é composta por várias  proteínas de ancoramento intracelular, como as placoglobinas  e as desmoplaquinas, que são responsáveis pela conexão ao  citoesqueleto e às proteínas de adesão transmembrana, como  as desmogleina e as desmocolina, que pertecem à família das  caderinas (Figura 2.15).","Desmossomos, também conhecidos como mácula adherens, são junções celulares que conectam fortemente células adjacentes e à matriz extracelular.  Sua estrutura envolve proteínas transmembrana (desmogleína e desmocolina) e proteínas de ancoramento intracelular (placoglobina e desmoplaquina), ligando os filamentos intermediários (queratina em células epiteliais, vimentina em células musculares) e fornecendo resistência mecânica aos tecidos.  Eles são cruciais para a integridade estrutural de tecidos sujeitos a estresse mecânico.","Desmossomos, Mácula Adherens, Junções Celulares, Caderinas, Desmogleína, Desmocolina, Placoglobina, Desmoplaquina, Filamentos Intermediários, Queratina, Vimentina"
p61_img_0,61,image,data/images/p61_img_0.png,,"A imagem é uma micrografia eletrônica de transmissão (MET) mostrando uma seção transversal de uma junção de fenda entre duas células.  A junção de fenda é claramente visível como uma estrutura densa e escura, quase linear, que separa as membranas plasmáticas das duas células adjacentes.  De cada lado da junção de fenda, há um arranjo regular e paralelo de membranas, provavelmente representando as membranas plasmáticas das células e seus componentes intracelulares. As membranas parecem ter uma estrutura lamelar, o que é consistente com a organização de membranas celulares. A escala de 0,1 μm indica que a imagem mostra detalhes em nível de resolução ultraestrutural, permitindo a visualização de estruturas subcelulares. A aparência geral sugere uma organização altamente ordenada, típica de tecidos ou estruturas celulares especializados em comunicação intercelular rápida.  A leve irregularidade nas margens da junção de fenda pode ser um artefato de processamento da amostra para microscopia eletrônica.","Junção de fenda, Gap junction, Micrografia eletrônica de transmissão, MET, Membrana plasmática, Comunicação celular, Ultraestrutura, Junções celulares, Citologia, Biologia celular."
p61_img_1,61,image,data/images/p61_img_1.png,,"A imagem é uma micrografia, provavelmente obtida através de microscopia óptica de luz, mostrando um corte histológico de tecido nervoso.  Especificamente, a imagem parece representar um neurônio multipolar, um tipo comum de neurônio no sistema nervoso central, cercado por células da glia.  O corpo celular (pericário ou soma) do neurônio é visível no centro, apresentando uma forma arredondada e contendo o núcleo (embora não seja claramente distinguível na imagem devido à resolução).  Extensões citoplasmáticas, os dendritos, projetam-se a partir do soma em várias direções, exibindo uma arborização dendrítica complexa.  Um axônio, embora possa estar presente, não é claramente identificado na imagem.  As estruturas que circundam o neurônio provavelmente representam células da glia, como astrócitos ou oligodendrócitos, fornecendo suporte e isolamento para o neurônio.  As cores observadas são provavelmente resultado de técnicas de coloração histológica, usadas para realçar diferentes componentes celulares.  A barra de escala indica que a imagem representa uma área com cerca de 50 µm de extensão. A qualidade da imagem não permite uma análise mais detalhada de organelas intracelulares.","Neurônio multipolar, Célula glial, Tecido nervoso, Micrografia, Histologia, Microscopia óptica, Dendritos, Soma, Axônio (possível), Sistema nervoso central."
p61_txt_1,61,text,,"Figura 2.15 - Desmossomo. (A) Micrografia  eletrônica de uma junção desmossômica  ligando duas células na epiderme de  uma salamandra, mostrando a ligação  dos filamentos de queratina. (B) Desenho  esquemático de um desmossomo. Na  superfície citoplasmática de cada membrana  plasmática, há uma placa densa composta  por uma mistura de proteínas de ligação  intercelular às quais se ancoram os filamentos  de queratina. Proteínas da família das  caderinas estão ancoradas na porção externa  de cada placa e atravessam a membrana para  ligar duas células adjacentes. (C) Desenho de  uma micrografia eletrônica de um corte de  epiderme humana, mostrando os feixes de  queratina que atravessam o citoplasma de  uma das células localizadas numa região mais  profunda e inserem-se nos desmossomos que  ligam as células (vermelho) vizinhas. Entre as  células adjacentes desta camada profunda  da epiderme, há também canais abertos que  permitem a livre difusão de nutrientes em  tecidos metabolicamente ativos. (A. de D.E.  Kelly, J, Cell Biol. 28:51-59, 1966, Rockfeller  University Press. C, de R. V. Krstic, Ultrastructure  of the Mammalian Cell: Na Atlas, Berlin:  Springer, 1979. ALBERTS et al., p. 715).","O texto descreve a estrutura e função dos desmossomos, junções intercelulares que conectam células adjacentes, especialmente em tecidos sujeitos a estresse mecânico.  A figura ilustra a ligação dos filamentos de queratina às placas de proteínas (caderinas) nos desmossomos, assegurando a coesão celular.  A descrição inclui a observação de canais intercelulares que permitem a difusão de nutrientes.","Desmossomo, Junções Celulares, Caderinas, Filamentos de Queratina, Membrana Plasmática, Junções Aderentes, Tecido Epitelial, Microscopia Eletrônica, Coesão Celular, Difusão."
p61_txt_3,61,text,,caderina placa citoplasmática composta por  proteínas ligadoras,"O texto descreve brevemente a caderina, uma proteína de adesão celular, e sua associação com uma placa citoplasmática composta por proteínas ligadoras.  Essa estrutura desempenha um papel crucial na adesão célula-célula, contribuindo para a manutenção da integridade tecidual. A interação entre caderinas e proteínas da placa citoplasmática é fundamental para a transdução de sinais e estabilidade celular.","Caderina, adesão celular, placa citoplasmática, proteínas ligadoras, junções celulares, junções aderentes, citoesqueleto, transdução de sinal, integridade tecidual, proteína transmembrana."
p61_txt_6,61,text,,ﬁlamentos de queratina ancorados à placa citoplasmática,"O texto descreve a ancoragem de filamentos de queratina à placa citoplasmática, indicando uma interação estrutural importante para a manutenção da integridade celular, provavelmente em células epiteliais. Essa ancoragem contribui para a organização citoesqueletal e a resistência mecânica da célula.","Filamentos de queratina, placa citoplasmática, citoesqueleto, junções celulares, ancoragem, células epiteliais, integridade celular, resistência mecânica, desmossomos, hemidesmossomos."
p62_img_0,62,image,data/images/p62_img_0.png,,"A imagem é uma micrografia eletrônica de transmissão (MET) mostrando uma seção de uma célula eucariótica. A imagem revela detalhes da estrutura celular interna com alta resolução.  São claramente visíveis o núcleo celular, uma estrutura grande e irregularmente arredondada, identificada pelo rótulo ""Núcleo"".  Diversas mitocôndrias, organelas responsáveis pela produção de energia celular, são indicadas por setas e pelo rótulo ""Mitocôndrias"". As mitocôndrias aparecem como estruturas alongadas e ovaladas com suas cristas internas visíveis, embora com baixo nível de detalhe. O citoplasma apresenta uma textura granular, representando o citosol e outros componentes celulares, que não são resolvidos individualmente na imagem devido à resolução. A imagem demonstra uma seção representativa de uma célula animal ou vegetal, embora a ausência de parede celular sugira uma célula animal com maior probabilidade. A qualidade da imagem sugere um nível de aumento significativo, permitindo a observação de detalhes subcelulares.","Micrografia eletrônica de transmissão, MET, Célula eucariótica, Núcleo, Mitocôndrias, Cristas mitocondriais, Citoplasma, Biologia Celular, Citosol, Organelas"
p62_img_1,62,image,data/images/p62_img_1.png,,"A imagem apresenta uma micrografia eletrônica de transmissão (A) e um diagrama esquemático (B) de junções tipo fenda (gap junctions). A micrografia (A) mostra duas células adjacentes com junções de diferentes tamanhos, identificadas como ""grande junção tipo fenda"" e ""pequena junção tipo fenda"". Estas junções aparecem como regiões de maior densidade eletrônica entre as membranas celulares. O diagrama (B) ilustra a estrutura molecular de uma junção tipo fenda, mostrando duas membranas plasmáticas em interação, com conexons alinhados formando canais que permitem a comunicação intercelular direta. Cada conexon é composto por seis subunidades, e o espaço entre as membranas é de 2-4 nm, enquanto o diâmetro do canal é de 1,5 nm.  A imagem destaca a proximidade física das membranas celulares nas junções tipo fenda, enfatizando sua função na comunicação intercelular.","Junção tipo fenda, Gap junction, Conexon, Membrana plasmática, Micrografia eletrônica de transmissão, Comunicação intercelular, Junções celulares, Biologia celular, Células adjacentes, Canais intercelulares"
p62_txt_1,62,text,,"Os desmossomos estão relacionados à forma e  ao padrão de distribuição das organelas na cé- lula. Conferem resistência à tração e à pressão.  A capacidade dos desmossomos para prender  as células vizinhas depende da presença de  caderinas, proteínas transmembrana que exi- bem adesividade na presença de íons Ca2+. Por  isso, o desmossomo só tem poder de fixar as  células quando a concentração de cálcio no  espaço extracelular é normal.","Desmossomos são estruturas celulares que garantem resistência à tração e pressão, mantendo a coesão entre células vizinhas.  Sua função adesiva depende da interação das caderinas, proteínas transmembrana dependentes de cálcio extracelular.  Concentrações normais de cálcio são essenciais para a função adequada dos desmossomos.","Desmossomos, Caderinas, Junções Celulares, Adesão Celular, Cálcio, Proteínas Transmembrana, Resistência Mecânica, Citoesqueleto, Tecido Epitelial, Junções de Ancoragem"
p62_txt_2,62,text,,"d)	Interdigitações: são encaixes intercelula- res, freqüentes em células de tecidos com- pactos (epitélios) e que têm como função  aumentar a coesão celular (Figura 2.16).","O texto descreve as interdigitações, especializações de membrana plasmática encontradas em células de tecidos compactos, como os epitélios.  Sua principal função é aumentar a adesão e coesão entre as células, contribuindo para a integridade do tecido.  A estrutura interdigitada promove uma maior área de contato entre as células.","Interdigitações, coesão celular, junções celulares, epitélio, tecido compacto, adesão celular, membrana plasmática, especializações de membrana, citologia, histologia."
p62_txt_3,62,text,,"e)	Junção Comunicante (nexos ou gap junc- tion): trata-se de uma estrutura de forma  cilíndrica para estabelecer comunicação entre as células. Cada  junção, geralmente circular, é constituída por um conjunto de  tubos protéicos paralelos que atravessam as membranas de  duas células. Cada tubo é formado pela posição de dois tubos  menores, os conexons, pertencentes a cada uma das células vi- zinhas. O diâmetro do tubo é de 7 nm e seu poro ou canal hi- drófilo é da ordem de 1,0 a 1,4 nm, o que permite a passagem","Junções comunicantes, também chamadas nexos ou gap junctions, são estruturas cilíndricas que permitem a comunicação intercelular.  Formada por conexons, proteínas que formam canais hidrofílicos, permite a passagem de pequenas moléculas entre células adjacentes.  Seu diâmetro e o tamanho do poro permitem a passagem seletiva de íons e pequenas moléculas sinalizadoras.","Junção Comunicante, Nexos, Gap Junction, Conexons, Comunicação Celular, Membrana Celular, Canais Iônicos, Sinalização Celular, Intercelular, Proteínas de Membrana"
p62_txt_4,62,text,,O conexon é constituído por 6  unidades protéicas.,"O conexon é uma estrutura de canal intercelular formada pela junção de seis subunidades proteicas.  Essa estrutura permite a comunicação direta entre células adjacentes, mediando o transporte de pequenas moléculas e íons.  A sua composição proteica é crucial para sua função e regulação.","Conexon, junção comunicante, gap junction, proteína transmembrana, conexina, canal iônico, comunicação celular, transporte intercelular, sinalização celular, homeostase."
p62_txt_5,62,text,,"Figura 2.16 - Eletromicrografia de interdigitações que  prendem as células da epiderme umas aos outras.  Aparecem também numerosos desmossomos (setas).  Aumento: 36000 X. (JUNQUEIRA E CARNEIRO, 96).","A imagem da eletromicrografia mostra as interdigitações entre células epidérmicas, demonstrando um mecanismo de adesão celular.  A imagem também destaca a presença de numerosos desmossomos, estruturas de junção celular que contribuem para a coesão tecidual.  A alta ampliação permite a visualização detalhada dessas estruturas de adesão.","Interdigitações, Desmossomos, Junções Celulares, Adesão Celular, Epiderme, Eletromicrografia, Microscopia eletrônica, Tecido Epitelial, Junções intercelulares, Citologia"
p62_txt_6,62,text,,"Figura 2.17 - As junções tipo fenda proporcionam uma comunicação direta entre duas células. (A) Micrografia eletrônica de  camada delgada de uma junção tipo fenda entre duas células em cultura. (B) Modo de uma junção tipo fenda. O desenho mostra  a interação das membranas plasmáticas de duas células adjacentes. As bicamadas lipídicas opostas (vermelho) são penetradas  por proteínas agrupadas denomindadas conexos (verde), cada uma delas é formada por seis subunidades idênticas de proteínas.  Dois conexons se ligam através do espaço intercelular formando um canal aquoso que conecta as duas células. (Ilustração  baseada em ALBERTS et al., p. 716).","Junções tipo fenda, mostradas na Figura 2.17, permitem comunicação direta célula-célula.  Elas são formadas por conexons, canais proteicos transmembrana que conectam o citoplasma de células adjacentes, permitindo o fluxo de pequenas moléculas. A estrutura dos conexons, compostos por seis subunidades proteicas, facilita essa comunicação intercelular.","Junções tipo fenda, conexons, comunicação célula-célula, junções comunicantes, gap junctions, conexina, proteínas transmembrana, citoplasma, canais iônicos, sinalização celular."
p63_txt_1,63,text,,"de moléculas de até 1200 daltons (Figura 2.17). Como exemplo,  podemos citar aminoácidos e íons. Macromoléculas, porém,  não conseguem atravessar as conexões. As funções dessas jun- ções são o estabelecimento de canais de comunicação entre as  células e a adesão.","O texto descreve a permeabilidade seletiva das junções celulares, permitindo a passagem de pequenas moléculas (até 1200 daltons), como aminoácidos e íons, mas impedindo a passagem de macromoléculas.  Suas funções principais são a comunicação intercelular e a adesão celular.","Junções Celulares, Permeabilidade Seletiva, Comunicação Intercelular, Adesão Celular, Macromoléculas, Moléculas Pequenas, Aminoácidos, Íons, Dalton, Transporte Celular"
p63_txt_3,63,text,,"Embora os limites celulares sejam definidos pela membrana  plasmática, várias células são circundadas por um arranjo inso- lúvel de macromoléculas secretoras. Células de bactérias, fungos,  algas e plantas superiores são circundadas por paredes celulares  rígidas, que constituem uma parte integral da célula. Apesar de  as células animais não serem revestidas por paredes celulares, elas  encontram-se intimamente associadas nos tecidos com uma ma- triz extracelular composta por proteínas e polissacarídeos. A ma- triz extracelular ocupa os espaços entre as células, interligando-as  e mantendo-as unidas nos tecidos. Essa matriz, além de fornecer  um suporte estrutural para as células e os tecidos, também desem- penha importantes funções na regulação do comportamento das  células em organismos multicelulares.","O texto descreve a presença de estruturas externas à membrana plasmática que fornecem suporte e organização celular.  Células vegetais, fungos e bactérias possuem paredes celulares rígidas, enquanto células animais são conectadas por uma matriz extracelular, ambas desempenhando papéis cruciais na estrutura e função tecidual.  Essas estruturas regulam o comportamento celular em organismos multicelulares.","Parede celular, Matriz extracelular, Membrana plasmática, Célula vegetal, Célula animal, Tecido,  Macromoléculas, Polissacarídeos, Proteínas,  Organismos multicelulares"
