id,page,type,content_path,original_text,description_llm,keywords_llm,text_for_embedding
p96_img_0,96.0,image,data/images/p96_img_0.png,,"A imagem é uma representação esquemática de uma mitocôndria, uma organela celular responsável pela produção de ATP (adenosina trifosfato), a principal fonte de energia para as células eucarióticas.  A imagem mostra claramente a estrutura da mitocôndria, incluindo:* **Membrana externa:** Uma membrana lisa e contínua que delimita a organela.* **Espaço intermembranar:** O compartimento entre a membrana externa e a membrana interna.* **Membrana interna:** Uma membrana altamente pregueada, formando as cristas mitocondriais.  Estas cristas aumentam significativamente a superfície de contato, maximizando a eficiência da fosforilação oxidativa.* **Matriz mitocondrial:** O espaço interno da mitocôndria, onde ocorrem reações importantes do ciclo de Krebs e outras vias metabólicas.  A matriz contém DNA mitocondrial, ribossomos e várias enzimas.A ilustração destaca a complexa organização interna da mitocôndria, crucial para sua função na respiração celular e produção de energia. O desenho é simplificado, mas ilustra os aspectos essenciais da estrutura desta organela.","mitocôndria, membrana interna, membrana externa, cristas mitocondriais, espaço intermembranar, matriz mitocondrial, respiração celular, ATP, fosforilação oxidativa, organela celular.","Descrição: A imagem é uma representação esquemática de uma mitocôndria, uma organela celular responsável pela produção de ATP (adenosina trifosfato), a principal fonte de energia para as células eucarióticas.  A imagem mostra claramente a estrutura da mitocôndria, incluindo:* **Membrana externa:** Uma membrana lisa e contínua que delimita a organela.* **Espaço intermembranar:** O compartimento entre a membrana externa e a membrana interna.* **Membrana interna:** Uma membrana altamente pregueada, formando as cristas mitocondriais.  Estas cristas aumentam significativamente a superfície de contato, maximizando a eficiência da fosforilação oxidativa.* **Matriz mitocondrial:** O espaço interno da mitocôndria, onde ocorrem reações importantes do ciclo de Krebs e outras vias metabólicas.  A matriz contém DNA mitocondrial, ribossomos e várias enzimas.A ilustração destaca a complexa organização interna da mitocôndria, crucial para sua função na respiração celular e produção de energia. O desenho é simplificado, mas ilustra os aspectos essenciais da estrutura desta organela.. Palavras-chave: mitocôndria, membrana interna, membrana externa, cristas mitocondriais, espaço intermembranar, matriz mitocondrial, respiração celular, ATP, fosforilação oxidativa, organela celular."
p97_img_0,97.0,image,data/images/p97_img_0.png,,"A imagem é um desenho esquemático de uma célula vegetal, representando uma seção transversal ou corte.  A célula é representada de forma simplificada, destacando alguns de seus componentes principais.  Observamos uma parede celular espessa e irregular, característica das células vegetais, delimitando o espaço celular.  Dentro da parede celular, está a membrana plasmática, representada por uma linha fina contornando o citoplasma.  No centro da célula, é possível visualizar um grande vacúolo central, representado como uma área clara e grande, ocupando uma parte significativa do volume celular.  Diversos cloroplastos, representados pelas estruturas vermelhas em forma de disco ou elipsoide, são visíveis espalhados pelo citoplasma. A representação do núcleo e outros organelos citoplasmáticos é simplificada ou ausente, focando a atenção nos componentes mais marcantes de uma célula vegetal: parede celular, membrana plasmática, vacúolo e cloroplastos. A textura da parede celular é representada de forma irregular, sugerindo uma possível simplificação ou representação de uma célula em um tecido vegetal.","Célula vegetal, parede celular, membrana plasmática, vacúolo, cloroplasto, citoplasma, biologia celular, botânica, microscopia, célula eucariótica","Descrição: A imagem é um desenho esquemático de uma célula vegetal, representando uma seção transversal ou corte.  A célula é representada de forma simplificada, destacando alguns de seus componentes principais.  Observamos uma parede celular espessa e irregular, característica das células vegetais, delimitando o espaço celular.  Dentro da parede celular, está a membrana plasmática, representada por uma linha fina contornando o citoplasma.  No centro da célula, é possível visualizar um grande vacúolo central, representado como uma área clara e grande, ocupando uma parte significativa do volume celular.  Diversos cloroplastos, representados pelas estruturas vermelhas em forma de disco ou elipsoide, são visíveis espalhados pelo citoplasma. A representação do núcleo e outros organelos citoplasmáticos é simplificada ou ausente, focando a atenção nos componentes mais marcantes de uma célula vegetal: parede celular, membrana plasmática, vacúolo e cloroplastos. A textura da parede celular é representada de forma irregular, sugerindo uma possível simplificação ou representação de uma célula em um tecido vegetal.. Palavras-chave: Célula vegetal, parede celular, membrana plasmática, vacúolo, cloroplasto, citoplasma, biologia celular, botânica, microscopia, célula eucariótica"
p97_img_4,97.0,image,data/images/p97_img_4.png,,"A imagem é uma micrografia eletrônica de transmissão (MET) de uma mitocôndria.  A imagem mostra claramente a estrutura interna da mitocôndria, incluindo as cristas mitocondriais, que aparecem como dobras internas da membrana interna, organizadas em forma de lamelas ou pregas paralelas.  Estas cristas aumentam significativamente a área de superfície da membrana interna, onde ocorrem as reações da cadeia transportadora de elétrons e a fosforilação oxidativa.  A matriz mitocondrial, o espaço interno delimitado pela membrana interna, também é visível, aparecendo como uma área granular menos densa que contém ribossomos, DNA mitocondrial e enzimas do ciclo de Krebs.  A membrana externa da mitocôndria, mais lisa e menos estruturada que a interna, também é visível, delimitando a organela. O espaço intermembranar, entre a membrana interna e externa,  é visivelmente menor que a matriz. O fundo da imagem mostra provavelmente o citoplasma celular com elementos celulares adjacentes à mitocôndria. A alta resolução da MET permite a visualização detalhada dos componentes subcelulares da mitocôndria.","Mitocôndria, Micrografia Eletrônica de Transmissão (MET), Cristas mitocondriais, Membrana interna mitocondrial, Membrana externa mitocondrial, Matriz mitocondrial, Espaço intermembranar, Bioenergética, Respiração celular, Fosforilação oxidativa.","Descrição: A imagem é uma micrografia eletrônica de transmissão (MET) de uma mitocôndria.  A imagem mostra claramente a estrutura interna da mitocôndria, incluindo as cristas mitocondriais, que aparecem como dobras internas da membrana interna, organizadas em forma de lamelas ou pregas paralelas.  Estas cristas aumentam significativamente a área de superfície da membrana interna, onde ocorrem as reações da cadeia transportadora de elétrons e a fosforilação oxidativa.  A matriz mitocondrial, o espaço interno delimitado pela membrana interna, também é visível, aparecendo como uma área granular menos densa que contém ribossomos, DNA mitocondrial e enzimas do ciclo de Krebs.  A membrana externa da mitocôndria, mais lisa e menos estruturada que a interna, também é visível, delimitando a organela. O espaço intermembranar, entre a membrana interna e externa,  é visivelmente menor que a matriz. O fundo da imagem mostra provavelmente o citoplasma celular com elementos celulares adjacentes à mitocôndria. A alta resolução da MET permite a visualização detalhada dos componentes subcelulares da mitocôndria.. Palavras-chave: Mitocôndria, Micrografia Eletrônica de Transmissão (MET), Cristas mitocondriais, Membrana interna mitocondrial, Membrana externa mitocondrial, Matriz mitocondrial, Espaço intermembranar, Bioenergética, Respiração celular, Fosforilação oxidativa."
p107_img_0,107.0,image,data/images/p107_img_0.png,,"A imagem é uma representação esquemática e estilizada de uma célula vegetal, exibindo suas principais organelas. A célula é apresentada em um corte transversal, permitindo a visualização de sua estrutura interna.  A parede celular, representada por uma camada externa espessa e fibrosa de cor amarelada, é claramente visível, circundando o restante da célula.  Dentro da parede celular, encontra-se a membrana plasmática (não explicitamente rotulada, mas implícita pela delimitação do citoplasma). O vacúolo central, uma grande estrutura de cor azul-arroxeada, ocupa grande parte do volume celular.  São visíveis também cloroplastos (representados por estruturas ovais verdes), mitocôndrias (estruturas menores e mais arredondadas, também verdes), e o núcleo (uma estrutura esférica de cor arroxeada mais escura) contendo um ou mais nucléolos (pontos menores e escuros dentro do núcleo). O retículo endoplasmático (RE) e o complexo de Golgi (apesar de não serem rotulados explicitamente, suas posições e formas são sugestivas) podem ser inferidos pela disposição das estruturas internas. A representação é didática, utilizando cores e formas simplificadas para facilitar a compreensão das organelas celulares. A precisão anatômica não é o foco principal, mas sim a visualização geral dos componentes celulares.","Célula vegetal, parede celular, membrana plasmática, vacúolo, cloroplasto, mitocôndria, núcleo, retículo endoplasmático, complexo de Golgi, organelas celulares","Descrição: A imagem é uma representação esquemática e estilizada de uma célula vegetal, exibindo suas principais organelas. A célula é apresentada em um corte transversal, permitindo a visualização de sua estrutura interna.  A parede celular, representada por uma camada externa espessa e fibrosa de cor amarelada, é claramente visível, circundando o restante da célula.  Dentro da parede celular, encontra-se a membrana plasmática (não explicitamente rotulada, mas implícita pela delimitação do citoplasma). O vacúolo central, uma grande estrutura de cor azul-arroxeada, ocupa grande parte do volume celular.  São visíveis também cloroplastos (representados por estruturas ovais verdes), mitocôndrias (estruturas menores e mais arredondadas, também verdes), e o núcleo (uma estrutura esférica de cor arroxeada mais escura) contendo um ou mais nucléolos (pontos menores e escuros dentro do núcleo). O retículo endoplasmático (RE) e o complexo de Golgi (apesar de não serem rotulados explicitamente, suas posições e formas são sugestivas) podem ser inferidos pela disposição das estruturas internas. A representação é didática, utilizando cores e formas simplificadas para facilitar a compreensão das organelas celulares. A precisão anatômica não é o foco principal, mas sim a visualização geral dos componentes celulares.. Palavras-chave: Célula vegetal, parede celular, membrana plasmática, vacúolo, cloroplasto, mitocôndria, núcleo, retículo endoplasmático, complexo de Golgi, organelas celulares"
p107_img_1,107.0,image,data/images/p107_img_1.png,,"A imagem é uma micrografia eletrônica de transmissão (MET) mostrando três células em processo de divisão celular, provavelmente na fase final da citocinese. As células são arredondadas e estão quase totalmente separadas. Cada célula contém um núcleo densamente corado, indicando condensação da cromatina, característica do final da mitose ou meiose. As membranas plasmáticas das células são visíveis, e é possível observar a formação do sulco de clivagem entre as células em divisão. A imagem mostra detalhes da estrutura celular em alta resolução, permitindo a observação da estrutura fina do citoplasma e dos núcleos. As setas na imagem parecem indicar as células individuais e/ou os limites de divisão celular em progresso.  A qualidade da imagem sugere que é uma micrografia clássica, talvez de um livro texto de biologia.  O fundo exibe a estrutura do tecido ou matriz extracelular que circunda as células.","Micrografia eletrônica de transmissão (MET), Citocinese, Divisão celular, Mitose, Meiose, Núcleo, Cromatina, Membrana plasmática, Sulco de clivagem, Biologia celular.","Descrição: A imagem é uma micrografia eletrônica de transmissão (MET) mostrando três células em processo de divisão celular, provavelmente na fase final da citocinese. As células são arredondadas e estão quase totalmente separadas. Cada célula contém um núcleo densamente corado, indicando condensação da cromatina, característica do final da mitose ou meiose. As membranas plasmáticas das células são visíveis, e é possível observar a formação do sulco de clivagem entre as células em divisão. A imagem mostra detalhes da estrutura celular em alta resolução, permitindo a observação da estrutura fina do citoplasma e dos núcleos. As setas na imagem parecem indicar as células individuais e/ou os limites de divisão celular em progresso.  A qualidade da imagem sugere que é uma micrografia clássica, talvez de um livro texto de biologia.  O fundo exibe a estrutura do tecido ou matriz extracelular que circunda as células.. Palavras-chave: Micrografia eletrônica de transmissão (MET), Citocinese, Divisão celular, Mitose, Meiose, Núcleo, Cromatina, Membrana plasmática, Sulco de clivagem, Biologia celular."
p112_img_0,112.0,image,data/images/p112_img_0.png,,"A imagem é um desenho esquemático que representa a estrutura do citoesqueleto celular e seus componentes principais. Mostra uma representação simplificada de um compartimento celular, possivelmente uma célula eucariótica, com seus componentes do citoesqueleto, incluindo microtúbulos (representados pelas barras mais espessas e ocas), filamentos intermediários (representados por uma rede de fios mais finos entre os microtúbulos) e filamentos de actina (representados por estruturas menores e mais finas, não claramente distinguíveis).  Os organelos celulares, como o retículo endoplasmático (representado por um tubo perfurado) e um possível corte transversal de uma mitocôndria (cilíndros com cristas internas), também estão ilustrados, mostrando como estão integrados e interagem com o citoesqueleto. A representação é altamente estilizada e serve para ilustrar as relações espaciais entre as estruturas, não representando com precisão as dimensões e a complexidade da célula real. As estruturas planas representam a membrana celular, mostrando a integração do citoesqueleto com a membrana plasmática.","Citoesqueleto, Microtúbulos, Filamentos Intermediários, Filamentos de Actina, Retículo Endoplasmático, Mitocôndria, Célula Eucariótica, Organela Celular, Membrana Celular, Biologia Celular.","Descrição: A imagem é um desenho esquemático que representa a estrutura do citoesqueleto celular e seus componentes principais. Mostra uma representação simplificada de um compartimento celular, possivelmente uma célula eucariótica, com seus componentes do citoesqueleto, incluindo microtúbulos (representados pelas barras mais espessas e ocas), filamentos intermediários (representados por uma rede de fios mais finos entre os microtúbulos) e filamentos de actina (representados por estruturas menores e mais finas, não claramente distinguíveis).  Os organelos celulares, como o retículo endoplasmático (representado por um tubo perfurado) e um possível corte transversal de uma mitocôndria (cilíndros com cristas internas), também estão ilustrados, mostrando como estão integrados e interagem com o citoesqueleto. A representação é altamente estilizada e serve para ilustrar as relações espaciais entre as estruturas, não representando com precisão as dimensões e a complexidade da célula real. As estruturas planas representam a membrana celular, mostrando a integração do citoesqueleto com a membrana plasmática.. Palavras-chave: Citoesqueleto, Microtúbulos, Filamentos Intermediários, Filamentos de Actina, Retículo Endoplasmático, Mitocôndria, Célula Eucariótica, Organela Celular, Membrana Celular, Biologia Celular."
p121_img_0,121.0,image,data/images/p121_img_0.png,,"A imagem apresenta uma comparação visual entre um grão de pólen (à esquerda) e o movimento de espermatozoides (à direita).  A imagem da esquerda mostra um grão de pólen com detalhes de sua superfície externa, revelando uma textura pilosidade. A superfície parece coberta de pequenos filamentos ou protuberâncias. A cor é um marrom avermelhado.  A imagem da direita demonstra uma sequência de espermatozoides em movimento, mostrando suas trajetórias sinuosas. Os espermatozoides são apresentados como estruturas alongadas com uma cabeça e uma cauda. As linhas onduladas representam o movimento flagelar típico dos espermatozoides que impulsiona sua locomoção. A imagem sugere uma comparação entre as diferentes formas de células reprodutivas em plantas (pólen) e animais (espermatozoides).","Grão de pólen, espermatozoide, reprodução, célula reprodutora, movimento flagelar, gameta masculino, polinização, fertilização, biologia reprodutiva, microscopia.","Descrição: A imagem apresenta uma comparação visual entre um grão de pólen (à esquerda) e o movimento de espermatozoides (à direita).  A imagem da esquerda mostra um grão de pólen com detalhes de sua superfície externa, revelando uma textura pilosidade. A superfície parece coberta de pequenos filamentos ou protuberâncias. A cor é um marrom avermelhado.  A imagem da direita demonstra uma sequência de espermatozoides em movimento, mostrando suas trajetórias sinuosas. Os espermatozoides são apresentados como estruturas alongadas com uma cabeça e uma cauda. As linhas onduladas representam o movimento flagelar típico dos espermatozoides que impulsiona sua locomoção. A imagem sugere uma comparação entre as diferentes formas de células reprodutivas em plantas (pólen) e animais (espermatozoides).. Palavras-chave: Grão de pólen, espermatozoide, reprodução, célula reprodutora, movimento flagelar, gameta masculino, polinização, fertilização, biologia reprodutiva, microscopia."
p122_img_0,122.0,image,data/images/p122_img_0.png,,"A imagem é uma micrografia eletrônica de transmissão (MET) mostrando secções transversais de cloroplastos de uma célula vegetal.  Os cloroplastos são organelas responsáveis pela fotossíntese. A imagem revela claramente a estrutura grana dos cloroplastos, que são pilhas de tilacoides.  Os tilacoides individuais aparecem como discos circulares dentro dos grana.  A matriz circundante é o estroma, onde ocorrem diversas reações enzimáticas da fotossíntese.  A imagem demonstra a organização altamente organizada e complexa dos tilacoides dentro dos cloroplastos, essenciais para a captura e conversão de energia luminosa em energia química.  A imagem sugere uma célula vegetal saudável com cloroplastos funcionais.","Cloroplasto, Tilacoide, Grana, Estoma, Fotossíntese, Micrografia Eletrônica de Transmissão (MET), Célula Vegetal, Biologia Celular, Organela, Bioenergética.","Descrição: A imagem é uma micrografia eletrônica de transmissão (MET) mostrando secções transversais de cloroplastos de uma célula vegetal.  Os cloroplastos são organelas responsáveis pela fotossíntese. A imagem revela claramente a estrutura grana dos cloroplastos, que são pilhas de tilacoides.  Os tilacoides individuais aparecem como discos circulares dentro dos grana.  A matriz circundante é o estroma, onde ocorrem diversas reações enzimáticas da fotossíntese.  A imagem demonstra a organização altamente organizada e complexa dos tilacoides dentro dos cloroplastos, essenciais para a captura e conversão de energia luminosa em energia química.  A imagem sugere uma célula vegetal saudável com cloroplastos funcionais.. Palavras-chave: Cloroplasto, Tilacoide, Grana, Estoma, Fotossíntese, Micrografia Eletrônica de Transmissão (MET), Célula Vegetal, Biologia Celular, Organela, Bioenergética."
p122_img_1,122.0,image,data/images/p122_img_1.png,,"A imagem é uma micrografia eletrônica que mostra uma seção transversal de um conexon, uma estrutura proteica que forma junções comunicantes (gap junctions) entre células adjacentes.  A imagem destaca a organização estrutural do conexon, mostrando seis subunidades proteicas (conexinas) dispostas em torno de um poro central.  As conexinas são visíveis como unidades escuras, circulares e aproximadamente do mesmo tamanho.  Esses arranjos hexaméricos se unem para formar canais que permitem a passagem de pequenas moléculas e íons entre os citoplasmas de células adjacentes.  As ""trinas de microtúbulos"" indicadas na imagem podem ser artefatos da preparação da amostra ou estruturas celulares próximas, tangencialmente cortadas, não diretamente associadas à estrutura central do conexon em si. A escala de 0,1 µm indica o tamanho diminuto da estrutura, típica da resolução necessária para visualizar estruturas subcelulares.","Conexon, Junção Comunicante, Gap Junction, Conexina, Micrografia Eletrônica, Junções Celulares, Micro túbulos, Membrana Celular, Comunicação Intercelular, Citoesqueleto","Descrição: A imagem é uma micrografia eletrônica que mostra uma seção transversal de um conexon, uma estrutura proteica que forma junções comunicantes (gap junctions) entre células adjacentes.  A imagem destaca a organização estrutural do conexon, mostrando seis subunidades proteicas (conexinas) dispostas em torno de um poro central.  As conexinas são visíveis como unidades escuras, circulares e aproximadamente do mesmo tamanho.  Esses arranjos hexaméricos se unem para formar canais que permitem a passagem de pequenas moléculas e íons entre os citoplasmas de células adjacentes.  As ""trinas de microtúbulos"" indicadas na imagem podem ser artefatos da preparação da amostra ou estruturas celulares próximas, tangencialmente cortadas, não diretamente associadas à estrutura central do conexon em si. A escala de 0,1 µm indica o tamanho diminuto da estrutura, típica da resolução necessária para visualizar estruturas subcelulares.. Palavras-chave: Conexon, Junção Comunicante, Gap Junction, Conexina, Micrografia Eletrônica, Junções Celulares, Micro túbulos, Membrana Celular, Comunicação Intercelular, Citoesqueleto"
p124_img_0,124.0,image,data/images/p124_img_0.png,,"A imagem representa um desenho esquemático, possivelmente de um processo infeccioso em um tecido epitelial.  Observa-se uma estrutura semelhante a um epitélio colunar (provavelmente intestinal) na parte superior, com uma camada de células com bordas definidas.  Delgada e alongada, uma estrutura que pode representar uma bactéria ou outra estrutura celular invade esse epitélio.  Esta estrutura, que parece composta por unidades esféricas, penetra entre as células epiteliais e apresenta uma extensão que se ramifica na parte inferior do desenho.  Na base do epitélio, há um aglomerado de estruturas celulares arredondadas, possivelmente células imunes ou outros tipos celulares envolvidos na resposta inflamatória, junto com outros detritos e materiais dispersos. A estrutura celular alongada mostra componentes similares a flagelos ou pili na sua base. A imagem sugere a invasão de um tecido por um microrganismo, possivelmente mostrando também a resposta celular do hospedeiro. A precisão anatômica é limitada, uma vez que se trata de um desenho esquemático, e não de uma imagem microscópica.","Invasão bacteriana, epitélio colunar, resposta imune, infecção, patógeno, célula hospedeira, bactéria, flagelos, pili, inflamação, tecido epitelial.","Descrição: A imagem representa um desenho esquemático, possivelmente de um processo infeccioso em um tecido epitelial.  Observa-se uma estrutura semelhante a um epitélio colunar (provavelmente intestinal) na parte superior, com uma camada de células com bordas definidas.  Delgada e alongada, uma estrutura que pode representar uma bactéria ou outra estrutura celular invade esse epitélio.  Esta estrutura, que parece composta por unidades esféricas, penetra entre as células epiteliais e apresenta uma extensão que se ramifica na parte inferior do desenho.  Na base do epitélio, há um aglomerado de estruturas celulares arredondadas, possivelmente células imunes ou outros tipos celulares envolvidos na resposta inflamatória, junto com outros detritos e materiais dispersos. A estrutura celular alongada mostra componentes similares a flagelos ou pili na sua base. A imagem sugere a invasão de um tecido por um microrganismo, possivelmente mostrando também a resposta celular do hospedeiro. A precisão anatômica é limitada, uma vez que se trata de um desenho esquemático, e não de uma imagem microscópica.. Palavras-chave: Invasão bacteriana, epitélio colunar, resposta imune, infecção, patógeno, célula hospedeira, bactéria, flagelos, pili, inflamação, tecido epitelial."
p132_img_0,132.0,image,data/images/p132_img_0.png,,"A imagem é um desenho de uma célula eucariótica, mostrando em detalhes o núcleo e o retículo endoplasmático. O núcleo é representado como uma estrutura circular, com uma região mais densa (provavelmente o nucléolo) e uma rede de cromatina desenhada de forma simplificada.  O retículo endoplasmático é visualizado como uma série de estruturas membranosas interconectadas, tanto rugoso (com ribossomos representados por pequenos pontos) quanto liso (sem pontos, sugerindo ausência de ribossomos).  A representação não é totalmente precisa em termos de proporções ou de detalhes finos da estrutura celular, mas serve como uma representação didática para a visualização dos organelos mencionados. Há uma simplificação significativa na representação, sem a inclusão de outros organelos importantes como mitocôndrias, complexo de Golgi, lisossomos, etc. O estilo do desenho é mais artístico do que um esquema científico rigoroso.","Célula eucariótica, núcleo, nucléolo, cromatina, retículo endoplasmático, retículo endoplasmático rugoso, retículo endoplasmático liso, ribossomos, biologia celular, organelos celulares","Descrição: A imagem é um desenho de uma célula eucariótica, mostrando em detalhes o núcleo e o retículo endoplasmático. O núcleo é representado como uma estrutura circular, com uma região mais densa (provavelmente o nucléolo) e uma rede de cromatina desenhada de forma simplificada.  O retículo endoplasmático é visualizado como uma série de estruturas membranosas interconectadas, tanto rugoso (com ribossomos representados por pequenos pontos) quanto liso (sem pontos, sugerindo ausência de ribossomos).  A representação não é totalmente precisa em termos de proporções ou de detalhes finos da estrutura celular, mas serve como uma representação didática para a visualização dos organelos mencionados. Há uma simplificação significativa na representação, sem a inclusão de outros organelos importantes como mitocôndrias, complexo de Golgi, lisossomos, etc. O estilo do desenho é mais artístico do que um esquema científico rigoroso.. Palavras-chave: Célula eucariótica, núcleo, nucléolo, cromatina, retículo endoplasmático, retículo endoplasmático rugoso, retículo endoplasmático liso, ribossomos, biologia celular, organelos celulares"
p135_img_0,135.0,image,data/images/p135_img_0.png,,"A imagem é uma micrografia eletrônica de transmissão (MET) de um núcleo celular eucariótico.  A imagem mostra claramente a estrutura interna do núcleo, destacando dois componentes principais: a cromatina e o nucléolo. A cromatina aparece como uma massa granular e fibrosa preenchendo a maior parte do núcleo, representando o DNA celular associado a proteínas. O nucléolo, uma estrutura densa e mais arredondada dentro do núcleo, é visível e está indicado na imagem. Ele é o local de biossíntese de ribossomos. A membrana nuclear (envelope nuclear), uma dupla membrana que delimita o núcleo, é também visível, com os poros nucleares (indicados pelas setas) que permitem o transporte de moléculas entre o núcleo e o citoplasma, são visíveis como pequenas aberturas na membrana. A textura densa e heterogênea da cromatina reflete diferentes estados de condensação do DNA,  indicando a atividade transcricional da célula.  O tamanho e a estrutura do nucléolo podem variar dependendo da atividade sintética da célula.","Núcleo celular, Cromatina, Nucléolo, Membrana nuclear, Poros nucleares, Micrografia eletrônica de transmissão (MET), Biologia celular, Eucariotos, DNA, Ribossomos.","Descrição: A imagem é uma micrografia eletrônica de transmissão (MET) de um núcleo celular eucariótico.  A imagem mostra claramente a estrutura interna do núcleo, destacando dois componentes principais: a cromatina e o nucléolo. A cromatina aparece como uma massa granular e fibrosa preenchendo a maior parte do núcleo, representando o DNA celular associado a proteínas. O nucléolo, uma estrutura densa e mais arredondada dentro do núcleo, é visível e está indicado na imagem. Ele é o local de biossíntese de ribossomos. A membrana nuclear (envelope nuclear), uma dupla membrana que delimita o núcleo, é também visível, com os poros nucleares (indicados pelas setas) que permitem o transporte de moléculas entre o núcleo e o citoplasma, são visíveis como pequenas aberturas na membrana. A textura densa e heterogênea da cromatina reflete diferentes estados de condensação do DNA,  indicando a atividade transcricional da célula.  O tamanho e a estrutura do nucléolo podem variar dependendo da atividade sintética da célula.. Palavras-chave: Núcleo celular, Cromatina, Nucléolo, Membrana nuclear, Poros nucleares, Micrografia eletrônica de transmissão (MET), Biologia celular, Eucariotos, DNA, Ribossomos."
p137_img_0,137.0,image,data/images/p137_img_0.png,,"A imagem é uma representação esquemática e estilizada de uma célula vegetal.  A representação se afasta do realismo anatômico para facilitar a visualização dos principais componentes celulares. A parede celular é representada como uma camada externa espessa e fibrosa, semelhante a palha. A membrana plasmática não é explicitamente diferenciada da parede celular na imagem, o que é uma simplificação.  O citoplasma é mostrado em verde-azulado, contendo diversas organelas.  Um grande vacúolo central é visível,  representado como uma área ampla e vazia (ou com conteúdo translúcido), ocupando uma grande porção do citoplasma.  Os cloroplastos são representados de forma simplificada como estruturas ovais verde-escuras, semelhantes a tomates, dispersos no citoplasma.  O núcleo é representado como uma estrutura circular de cor azul-violeta, contendo um ou mais nucléolos, representados como pontos menores dentro do núcleo.  Outras organelas menores, como os ribossomos, o retículo endoplasmático e o complexo de Golgi, são sugeridas, mas não detalhadas individualmente. A representação é didática e visa ilustrar os componentes principais de uma célula vegetal para fins educacionais, priorizando a clareza sobre a precisão anatómica detalhada.","Célula vegetal, parede celular, membrana plasmática, citoplasma, núcleo, nucléolo, cloroplasto, vacúolo, organelas, biologia celular","Descrição: A imagem é uma representação esquemática e estilizada de uma célula vegetal.  A representação se afasta do realismo anatômico para facilitar a visualização dos principais componentes celulares. A parede celular é representada como uma camada externa espessa e fibrosa, semelhante a palha. A membrana plasmática não é explicitamente diferenciada da parede celular na imagem, o que é uma simplificação.  O citoplasma é mostrado em verde-azulado, contendo diversas organelas.  Um grande vacúolo central é visível,  representado como uma área ampla e vazia (ou com conteúdo translúcido), ocupando uma grande porção do citoplasma.  Os cloroplastos são representados de forma simplificada como estruturas ovais verde-escuras, semelhantes a tomates, dispersos no citoplasma.  O núcleo é representado como uma estrutura circular de cor azul-violeta, contendo um ou mais nucléolos, representados como pontos menores dentro do núcleo.  Outras organelas menores, como os ribossomos, o retículo endoplasmático e o complexo de Golgi, são sugeridas, mas não detalhadas individualmente. A representação é didática e visa ilustrar os componentes principais de uma célula vegetal para fins educacionais, priorizando a clareza sobre a precisão anatómica detalhada.. Palavras-chave: Célula vegetal, parede celular, membrana plasmática, citoplasma, núcleo, nucléolo, cloroplasto, vacúolo, organelas, biologia celular"
p138_img_0,138.0,image,data/images/p138_img_0.png,,"A imagem é uma micrografia eletrônica de transmissão (MET) mostrando uma seção transversal de uma célula, provavelmente uma célula epitelial. A imagem destaca a interface entre as células e o lúmen (espaço dentro de um órgão oco).Diversas estruturas celulares são visíveis. As setas indicam junções celulares (provavelmente junções de oclusão ou tight junctions), estruturas que selam o espaço intercelular entre as células epiteliais adjacentes, impedindo a passagem de moléculas entre as células.  A área rotulada como ""Cc"" representa o lúmen celular. Os asteriscos (*) indicam possivelmente glicocálix, a camada de carboidratos que reveste a superfície apical das células epiteliais. Os triângulos apontam para as invaginações da membrana plasmática, indicando possivelmente microvilosidades. ""RE"" rotula o retículo endoplasmático, uma organela envolvida na síntese e transporte de proteínas. A aparência granular do citoplasma é consistente com a presença de ribossomos.  O contraste e a resolução da imagem sugerem uma preparação para microscopia eletrônica bem preservada. A imagem fornece evidências visuais da estrutura complexa e altamente especializada do tecido epitelial.","Microscopia eletrônica de transmissão (MET), Célula epitelial, Junções celulares, Junções de oclusão, Glicocálix, Microvilosidades, Retículo endoplasmático (RE), Lúmen, Tecido epitelial, Biologia Celular","Descrição: A imagem é uma micrografia eletrônica de transmissão (MET) mostrando uma seção transversal de uma célula, provavelmente uma célula epitelial. A imagem destaca a interface entre as células e o lúmen (espaço dentro de um órgão oco).Diversas estruturas celulares são visíveis. As setas indicam junções celulares (provavelmente junções de oclusão ou tight junctions), estruturas que selam o espaço intercelular entre as células epiteliais adjacentes, impedindo a passagem de moléculas entre as células.  A área rotulada como ""Cc"" representa o lúmen celular. Os asteriscos (*) indicam possivelmente glicocálix, a camada de carboidratos que reveste a superfície apical das células epiteliais. Os triângulos apontam para as invaginações da membrana plasmática, indicando possivelmente microvilosidades. ""RE"" rotula o retículo endoplasmático, uma organela envolvida na síntese e transporte de proteínas. A aparência granular do citoplasma é consistente com a presença de ribossomos.  O contraste e a resolução da imagem sugerem uma preparação para microscopia eletrônica bem preservada. A imagem fornece evidências visuais da estrutura complexa e altamente especializada do tecido epitelial.. Palavras-chave: Microscopia eletrônica de transmissão (MET), Célula epitelial, Junções celulares, Junções de oclusão, Glicocálix, Microvilosidades, Retículo endoplasmático (RE), Lúmen, Tecido epitelial, Biologia Celular"
